item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,rt_21,rt_22,rt_23,rt_24,rt_25,rt_26,rt_27,rt_28,rt_29,rt_30,rt_31,rt_32,rt_33,rt_34,rt_35,rt_36,rt_37,rt_38,rt_39,rt_40
1,1,9,1,1,1,9,9,1,9,9,9,9,0,9,0,1,9,9,9,1,1,9,9,1,9,1,1,1,9,9,1,1,1,9,9,1,1,1,9,5.399,10.019,NA,7.268,21.91,5.91,NA,NA,11.078,NA,NA,NA,NA,5.717,NA,14.945,5.55,NA,NA,NA,6.491,14.039,NA,NA,30,NA,8.183,20.457,5.919,NA,NA,12.846,20.464,8.129,NA,NA,6.048,13.93,12.266,NA
9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,0,9,1,1,9,0,0,9,9,0,9,1,9,9,9,9,9,1,0,9,9,9,9,9,1,NA,12.844,NA,NA,30,3.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.97,NA,8.401,24.607,NA,5.211,25.409,NA,NA,28.859,NA,30,NA,NA,NA,NA,NA,7.746,15.734,NA,NA,NA,NA,NA,17.541
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.278,5.012,4.423,5.802,7.339,2.581,10.841,7.851,9.565,5.05,4.486,6.329,3.577,7.788,8.904,5.115,7.683,3.073,7.634,12.381,3.536,6.137,4.116,5.522,13.119,6.361,6.86,3.688,6.999,7.16,6.588,3.095,4.271,7.604,4.86,4.175,8.076,4.14,9.462,7.582
1,1,1,1,1,1,1,9,1,1,0,1,1,1,1,1,1,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3.18,8.286,5.336,5.02,6.5,3.773,7.589,NA,7.05,10.628,3.729,5.26,7.415,8.727,5.627,8.724,7.16,4.696,5.563,NA,8.846,5.246,6.195,5.254,5.062,5.253,7.569,7.85,9.086,6.307,7.267,4.975,6.163,5.161,5.393,20.467,4.582,4.884,5.992,11.046
9,9,0,9,9,9,1,1,0,0,1,9,9,9,0,0,9,0,9,9,0,9,9,9,1,9,9,0,9,9,9,9,9,1,9,9,1,1,9,0,NA,NA,7.341,NA,NA,NA,10.717,19.069,20.251,13.374,15.075,NA,NA,NA,21.094,25.325,NA,16.816,NA,NA,7.872,NA,NA,NA,30,NA,NA,18.1,NA,NA,NA,NA,NA,11.007,NA,NA,8.3,8.784,NA,11.668
9,9,0,9,0,9,9,0,9,0,9,0,0,9,0,0,1,1,0,0,9,9,9,0,9,9,0,0,0,0,9,9,0,0,1,9,1,9,9,9,NA,NA,8.364,NA,8.593,NA,NA,16.669,NA,4.83,NA,5.833,13.532,NA,30,13.51,9.939,18.572,9.311,5.44,NA,NA,NA,15.792,NA,NA,25.041,7.025,5.909,5.32,NA,NA,10.063,17.726,15.405,NA,7.204,NA,NA,NA
1,9,9,9,9,9,0,9,0,9,0,9,0,9,9,0,1,1,9,9,9,9,9,9,9,9,0,9,0,0,9,9,1,9,9,9,1,9,9,0,11.867,NA,NA,NA,NA,NA,11.642,NA,30,NA,15.083,NA,29.04,NA,NA,13.869,14.021,14.044,NA,NA,NA,NA,NA,NA,NA,NA,10.762,NA,21.169,30,NA,NA,12.484,NA,NA,NA,11.633,NA,NA,15.827
9,0,9,0,0,0,9,9,0,0,9,1,9,0,9,1,1,1,0,1,9,1,9,0,9,1,9,0,9,9,1,1,0,0,9,9,9,1,9,0,NA,7.525,NA,6.962,5.648,10.551,NA,NA,13.653,8,NA,18.417,NA,6.841,NA,13.854,21.549,10.737,9.492,6.658,NA,15.477,NA,5.024,NA,12.169,NA,11.049,NA,NA,12.129,11.329,18.449,3.412,NA,NA,NA,11.788,NA,12.089
9,9,9,9,9,1,9,9,9,9,9,9,1,0,9,9,9,9,9,0,1,9,9,9,9,9,9,9,0,9,9,1,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,17.037,NA,NA,NA,NA,NA,NA,9.446,30,NA,NA,NA,NA,NA,4.47,30,NA,NA,NA,NA,NA,NA,NA,2.282,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
9,9,0,0,0,9,9,9,9,9,0,0,0,0,0,9,0,0,9,0,0,9,0,0,0,9,9,0,0,9,9,9,9,0,9,0,0,0,0,0,NA,NA,5.527,4.512,30,NA,NA,NA,NA,NA,4.202,5.137,4.311,7.48,12.73,NA,5.138,7.331,NA,7.37,11.779,NA,4.789,5.866,5.749,NA,NA,12.462,4.332,NA,NA,NA,NA,7.35,NA,6.834,10.05,4.978,6.896,4.77
1,9,9,1,9,9,9,1,1,0,9,1,1,1,1,1,1,1,1,9,9,9,9,1,0,9,1,9,1,9,1,1,9,9,9,0,9,1,9,9,8.465,NA,NA,12.297,NA,NA,NA,24.195,10.684,20.664,NA,7.533,7.895,9.418,11.651,5.6,6.85,9.282,6.466,NA,NA,NA,NA,18.615,15.153,NA,5.464,NA,20.22,NA,8.282,17.525,NA,NA,NA,10.952,NA,5.831,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.569,3.831,10.026,4.149,7.171,1.637,12.84,12.81,1.23,5.675,8.566,2.71,1.842,3.369,3.341,2.356,5.69,7.636,4.339,2.149,7.828,1.808,0.912,5.62,1.146,4.16,4.423,5.366,2.751,4.4,4.088,1.362,3.673,2.577,5.959,3.002,11.69,5.872,2.909,2.536
1,1,1,0,1,1,0,1,1,9,1,1,1,0,9,9,1,9,9,1,9,0,1,9,9,1,1,1,1,9,1,1,1,9,1,9,0,1,9,1,3.655,7.704,14.083,14.181,10.199,3.537,9.472,8.021,7.733,NA,7.732,12.414,11.401,5.579,NA,NA,8.1,NA,NA,18.868,NA,6.313,11.853,NA,NA,4.092,23.927,6.445,6.278,NA,5.08,3.75,10.929,NA,5.939,NA,3.172,3.583,NA,10.611
1,9,9,1,9,9,9,9,9,9,9,1,9,9,9,1,0,9,9,9,9,9,0,9,0,1,1,9,9,9,9,1,9,9,9,0,1,9,9,0,8.016,NA,NA,29.325,NA,NA,NA,NA,NA,NA,NA,18.708,NA,NA,NA,8.238,26.23,NA,NA,NA,NA,NA,19.722,NA,30,15.619,16.016,NA,NA,NA,NA,12.245,NA,NA,NA,17.131,9.676,NA,NA,16.556
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0.966,12.264,1.847,0.673,0.837,1.764,2.134,2.754,5.183,1.599,1.469,2.462,12.7,21.113,30,26.069,1.133,0.717,6.049,0.952,1.067,2.104,0.701,4.681,1.483,18.047,0.865,1.079,1.069,5.932,1.015,10.381,1.015,3.462,14.288,9.266,1.197,0.898,1.548
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.915,1.441,1.165,0.96,3.668,8.706,8.695,2.283,1.282,26.675,11.736,4.687,5.807,1.355,3.14,1.571,4.152,2.332,2.901,1.273,1.275,6.94,4.784,4.983,26.804,1.261,1.229,1.352,1.233,2.011,1.289,3.165,2.423,1.883,4.225,2.184,3.807,1.708,2.791,1.265
9,1,9,9,9,1,1,1,0,9,0,9,1,9,1,9,9,1,9,1,0,1,9,9,9,9,0,9,9,9,9,9,9,1,9,9,9,9,9,0,NA,12.268,NA,NA,NA,11.065,18.523,15.812,22.113,NA,6.887,NA,10.15,NA,17.693,NA,NA,11.634,NA,23.559,10.916,18.893,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,13.374,NA,NA,NA,NA,NA,10.243
0,0,0,0,0,9,0,9,0,9,9,1,0,0,0,9,9,0,9,9,1,1,9,0,0,9,1,9,0,9,0,9,0,9,9,0,9,0,8,9,6.766,8.865,5.574,4.981,6.549,NA,6.39,NA,6.758,NA,NA,5.037,14.922,8.702,5.325,NA,NA,4.454,NA,NA,13.608,19.614,NA,26.327,4.926,NA,30,NA,4.704,NA,4.263,NA,7.08,NA,NA,21.014,NA,11.157,10.927,NA
1,9,9,9,9,9,1,9,1,9,9,9,1,9,9,9,9,1,9,0,9,9,1,9,9,9,9,9,9,1,1,1,1,9,9,9,9,1,9,9,9.056,NA,NA,NA,NA,NA,19.449,NA,23.261,NA,NA,NA,10.42,NA,NA,NA,NA,25.04,NA,30,NA,NA,11.431,NA,NA,NA,NA,NA,NA,30,20.995,9.731,27.476,NA,NA,NA,NA,10.507,NA,NA
9,9,9,9,0,1,9,9,9,9,9,9,0,0,9,9,1,9,9,9,9,9,1,9,0,9,9,1,9,0,1,1,9,1,9,1,1,9,9,0,NA,NA,NA,NA,23.27,11.59,NA,NA,NA,NA,NA,NA,22.983,11.671,NA,NA,12.14,NA,NA,NA,NA,NA,12.766,NA,17.254,NA,NA,25.631,NA,12.239,21.627,10.935,NA,21.239,NA,18.093,10.644,NA,NA,15.167
9,9,1,9,9,1,9,1,9,1,1,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,1,1,9,1,1,9,1,1,1,1,9,1,9,9,NA,NA,7.6,NA,NA,30,NA,6.421,NA,7.763,9.027,NA,NA,NA,12.484,NA,NA,8.328,24.19,NA,NA,NA,NA,NA,30,10.744,12.269,7.119,NA,17.805,6.781,NA,12.463,9.093,18.085,15.49,NA,4.84,NA,NA
1,1,9,9,1,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,1,1,9,9,1,9,1,9,9,9,9,1,9,9,1,9,9,1,1,9,12.646,30,NA,NA,15.133,NA,NA,14.447,NA,NA,NA,NA,12.887,NA,NA,12.936,NA,NA,NA,NA,8.474,13.685,NA,NA,19.638,NA,9.379,NA,NA,NA,NA,12.696,NA,NA,30,NA,NA,13.443,30,NA
9,9,0,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,0,1,9,9,9,0,9,9,9,9,9,9,9,9,9,9,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,23.153,NA,NA,NA,NA,NA,NA,NA,NA,30,12.887,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,1,9,1,9,9,9,9,9,0,9,1,1,9,1,9,9,9,9,9,9,9,9,9,0,9,1,9,1,1,9,9,1,9,9,9,9,9,9,NA,NA,9.64,NA,30,NA,NA,NA,NA,NA,20.996,NA,14.137,21.438,NA,18.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.498,NA,13.985,NA,13.854,20.603,NA,NA,30,NA,NA,NA,NA,NA,NA
9,0,9,0,9,9,9,9,0,9,9,9,0,9,9,0,9,0,0,0,9,0,9,9,9,9,9,9,9,9,9,9,0,9,0,9,0,9,9,9,NA,24.383,NA,8.847,NA,NA,NA,NA,30,NA,NA,NA,28.64,NA,NA,19.734,NA,13.174,30,19.072,NA,21.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.487,NA,15.928,NA,7.673,NA,NA,NA
9,1,9,9,9,9,9,0,9,9,1,1,9,9,9,9,9,1,1,9,9,1,9,1,9,9,1,0,9,0,1,9,9,9,1,0,1,9,9,9,NA,21.144,NA,NA,NA,NA,NA,14.094,NA,NA,14.321,23.623,NA,NA,NA,NA,NA,17.32,18.832,NA,NA,18.695,NA,13.289,NA,NA,24.055,29.776,NA,10.87,12.936,NA,NA,NA,15.317,16.84,7.64,NA,NA,NA
9,9,9,9,0,9,9,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,9,9,0,9,9,9,9,9,9,1,NA,NA,NA,NA,30,NA,NA,NA,NA,18.987,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.142,NA,30,NA,NA,17.387,NA,NA,NA,NA,NA,NA,30
1,9,1,9,1,1,1,0,1,9,9,9,1,1,9,9,1,9,1,1,1,9,9,9,9,1,1,9,1,9,1,1,1,9,0,9,9,1,1,1,4.249,NA,5.606,NA,10.467,3.599,7.728,10.555,13.814,NA,NA,NA,12.096,9.486,NA,NA,6.567,NA,11.367,9.43,8.939,NA,NA,NA,NA,13.515,10.176,NA,11.004,NA,17.876,9.447,11.806,NA,17.061,NA,NA,10.011,18.216,9.847
9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,9,1,9,9,9,1,1,0,9,9,0,9,9,9,9,9,1,1,9,9,9,25.312,30,8.003,NA,NA,NA,13.182,NA,NA,NA,24.619,NA,NA,NA,NA,NA,8.755,NA,NA,NA,4.557,NA,NA,NA,26.649,9.932,12.537,NA,NA,30,NA,NA,NA,NA,NA,15.284,13.467,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,3.543,4.146,3.191,1.867,3.7,3.587,3.388,2.678,2.95,3.22,4.123,3.13,5.003,1.878,7.266,2.811,1.901,1.988,30,3.13,16.878,2.338,2.808,3.347,5.455,5.755,3.791,2.02,2.539,3.45,4.079,3.483,2.541,3.17,2.001,2.414,5.422,7.785,8.867
0,1,0,0,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,0,9,9,0,9,0,0,1,9,0,0,9,1,1,9,9,0,9,9,9,9,15.493,8.292,8.983,9.122,NA,NA,NA,NA,23.701,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,11.825,NA,NA,6.886,NA,24.907,9.487,10.309,NA,23.1,10.123,NA,12.383,27.943,NA,NA,11.151,NA,NA,NA,NA
1,9,9,0,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,0,1,9,1,9,15.238,NA,NA,20.782,NA,2.665,17.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.568,NA,4.242,30,30,20.746,4.228,8.199,NA,30,NA
9,9,0,1,0,9,1,9,1,9,9,9,1,9,9,9,9,9,1,0,9,9,9,9,9,9,9,1,9,9,1,1,9,9,1,9,9,9,9,9,NA,NA,7.061,9.309,30,NA,9.738,NA,30,NA,NA,NA,6.945,NA,NA,NA,NA,NA,30,23.958,NA,NA,NA,NA,NA,NA,NA,9.249,NA,NA,7.923,6.209,NA,NA,29.908,NA,NA,NA,NA,NA
1,0,9,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,0,9,9,1,9,1,9,1,1,1,9,9,9,9,9,9,9,0,9,12.813,19.72,NA,10.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.842,15.355,20.589,18.799,14.509,13.349,17.488,4.78,8.454,NA,NA,12.954,NA,10.624,NA,11.95,11.283,15.914,NA,NA,NA,NA,NA,NA,NA,13.286,NA
9,0,0,0,9,1,0,0,9,0,9,9,9,9,0,9,9,1,0,9,9,0,0,9,0,9,9,9,9,9,0,9,9,0,0,9,9,0,1,9,NA,9.038,11.07,29.262,NA,12.085,17.484,18.798,NA,10.149,NA,NA,NA,NA,14.578,NA,NA,8.356,14.263,NA,NA,11.493,9.082,NA,10.193,NA,NA,NA,NA,NA,7.92,NA,NA,12.226,29.024,NA,NA,10.793,16.518,NA
9,9,9,9,1,1,0,1,0,1,9,0,9,0,9,9,0,1,0,9,1,0,9,9,9,0,9,1,9,1,9,9,1,0,9,1,9,1,0,1,NA,NA,NA,NA,7.964,3.252,24.356,12.775,7.542,8.76,NA,15.945,NA,8.573,NA,NA,4.976,4.508,30,NA,5.856,4.909,NA,NA,NA,3.429,NA,7.68,NA,5.52,NA,NA,10.498,13.8,NA,20.287,NA,5.999,10.716,23.171
0,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,1,9,0,9,9,0,9,0,9,1,1,9,9,0,9,9,0,9,9,27.752,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,6.563,NA,NA,NA,NA,17.98,NA,NA,NA,17.245,NA,14.982,NA,NA,26.557,NA,30,NA,8.899,6.801,NA,NA,30,NA,NA,27.687,NA,NA
1,9,1,9,9,1,9,0,1,9,9,1,9,9,0,9,9,9,9,9,1,0,1,9,9,9,1,1,1,1,1,9,9,9,1,9,1,9,1,1,12.044,NA,5.519,NA,NA,2.964,NA,5.022,18.475,NA,NA,8.269,NA,NA,30,NA,NA,NA,NA,NA,5.25,6.323,9.195,NA,NA,NA,22.9,5.759,12.374,10.345,5.83,NA,NA,NA,30,NA,11.108,NA,30,17.593
1,1,9,9,1,9,0,1,9,9,1,1,9,1,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,1,9,1,9,1,1,1,9,9,9,15.23,18.207,NA,NA,25.509,NA,27.349,12.221,NA,NA,12.656,16.954,NA,14.758,NA,NA,NA,NA,NA,11.523,NA,NA,NA,NA,NA,13.858,NA,NA,NA,NA,21.822,NA,11.71,NA,6.61,18.08,18.014,NA,NA,NA
9,9,9,9,1,1,9,1,0,0,9,0,9,9,1,0,9,1,9,9,9,9,1,9,9,1,0,9,9,9,0,1,1,9,0,1,0,9,9,9,NA,NA,NA,NA,30,3.171,NA,8.23,3.53,5.736,NA,30,NA,NA,9.666,8.578,NA,4.618,NA,NA,NA,NA,9.015,NA,NA,11.578,16.071,NA,NA,NA,13.232,7.272,4.561,NA,17.599,30,9.766,NA,NA,NA
1,9,9,9,9,9,1,9,0,9,1,9,9,9,9,1,9,9,0,0,9,9,9,9,0,9,0,1,9,1,9,0,1,9,9,0,9,9,9,0,5.596,NA,NA,NA,NA,NA,11.967,NA,30,NA,12.11,NA,NA,NA,NA,12.381,NA,NA,9.142,14.047,NA,NA,NA,NA,30,NA,10.966,17.662,NA,18.088,NA,8.893,7.238,NA,NA,26.065,NA,NA,NA,10.887
1,1,1,1,1,1,1,1,9,9,9,1,9,0,9,1,1,1,9,9,1,9,9,9,1,1,1,1,1,0,1,0,9,1,1,1,1,1,1,9,3.871,18.589,8.959,8.502,18.806,3.375,4.495,10.583,NA,NA,NA,13.319,NA,11.125,NA,8.781,11.878,3.894,NA,NA,6.199,NA,NA,NA,11.11,7.31,6.487,4.782,10.838,6.612,4.71,9.334,NA,9.03,5.87,7.325,5.518,5.423,14.175,NA
9,1,9,1,0,9,9,1,9,9,1,0,9,9,0,1,9,9,1,0,1,9,9,9,9,9,9,0,9,1,9,1,9,9,0,1,9,1,1,9,NA,10.827,NA,9.65,27.95,NA,NA,5.532,NA,NA,6.99,23.181,NA,NA,30,7.283,NA,NA,30,12.956,9.683,NA,NA,NA,NA,NA,NA,7.578,NA,15.333,NA,6.579,NA,NA,9.402,6.849,NA,6.92,30,NA
9,1,9,1,1,9,1,9,9,9,9,1,1,1,0,1,1,1,1,0,1,1,9,9,9,9,9,1,0,9,1,9,1,9,0,1,1,1,0,1,NA,14.509,NA,5.744,10.645,NA,7.163,NA,NA,NA,NA,14.876,6.725,29,9.897,4.722,4.411,5.799,13.508,26.868,3.72,6.971,NA,NA,NA,NA,NA,8.549,13.755,NA,7.565,NA,6.61,NA,7.413,8.284,4.993,5.696,14.672,24.104
1,1,1,9,1,9,1,1,1,1,1,1,1,9,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,2.509,5.444,4.587,NA,7.546,NA,6.255,7.281,8.555,6.929,8.015,8.222,4.91,NA,7.84,4.691,7.717,3.22,4.848,30,8.911,4.122,5.21,4.805,7.153,3.939,6.448,4.585,5.589,6.523,7.716,4.639,6.547,8.036,5.407,7.205,6.8,4.472,7.835,NA
0,9,1,9,9,9,0,1,1,0,9,9,9,9,1,0,1,1,9,9,1,9,1,9,0,9,1,9,9,9,9,1,9,0,1,9,1,9,9,1,3.366,NA,10.021,NA,NA,NA,14.779,18.306,11.684,23.669,NA,NA,NA,NA,28.449,13.898,5.149,6.618,NA,NA,7.098,NA,7.539,NA,20.469,NA,26.064,NA,NA,NA,NA,5.247,NA,14.594,15.118,NA,5.337,NA,NA,20.583
1,1,9,0,9,9,1,9,9,1,9,9,1,9,0,0,9,1,9,0,9,9,1,9,9,0,1,9,9,9,9,9,9,9,9,9,9,1,9,0,6.952,11.485,NA,14.973,NA,NA,15.892,NA,NA,25.904,NA,NA,21.681,NA,30,7.809,NA,9.241,NA,23.826,NA,NA,10.138,NA,NA,4.65,22.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.089,NA,23.876
9,1,9,1,9,9,1,9,9,9,0,9,9,9,9,9,0,9,1,9,9,9,9,1,1,9,1,9,1,9,9,1,9,9,9,9,9,9,9,9,NA,28.088,NA,15.15,NA,NA,28.297,NA,NA,NA,16.821,NA,NA,NA,NA,NA,6.68,NA,19.744,NA,NA,NA,NA,22.83,30,NA,30,NA,22.791,NA,NA,11.047,NA,NA,NA,NA,NA,NA,NA,NA
9,1,1,1,0,1,1,0,1,0,1,9,9,1,9,1,9,1,9,0,9,9,0,1,9,1,1,1,1,0,1,9,1,1,0,9,1,1,9,0,NA,4.874,6.759,4.669,16.466,5.282,6.899,13.236,8.086,3.927,18.717,NA,NA,13.485,NA,25.165,NA,6.767,NA,8.061,NA,NA,5.381,8.163,NA,4.171,7.147,4.889,6.28,6.01,8.376,NA,6.546,6.437,6.666,NA,15.525,7.03,NA,9.694
0,1,1,9,1,1,9,1,1,9,1,1,1,9,9,1,0,1,9,9,9,0,0,1,9,1,9,9,9,1,1,1,1,0,9,9,9,1,1,9,10.378,10.023,15.411,NA,15.189,4.312,NA,12.203,14.433,NA,15.441,10.155,6.052,NA,NA,14.207,6.124,7.076,NA,NA,NA,10.969,7.182,10.677,NA,6.744,NA,NA,NA,14.59,11.361,6.604,8.049,10.568,NA,NA,NA,10.131,12.593,NA
1,9,9,1,9,9,9,1,1,1,1,9,1,9,9,9,9,9,1,9,1,0,9,1,9,9,9,1,9,1,1,9,9,1,1,0,1,1,1,9,7.827,NA,NA,8.729,NA,NA,NA,7.018,29.362,8.754,20.294,NA,8.526,NA,NA,NA,NA,NA,12.13,NA,6.428,11.36,NA,14.083,NA,NA,NA,7.826,NA,10.76,27.282,NA,NA,9.603,9.881,22.808,6.681,11.721,17.647,NA
9,9,0,1,9,9,0,9,0,0,9,9,9,9,0,9,0,9,9,9,0,9,1,0,0,9,0,0,9,9,9,9,9,9,9,0,1,9,9,0,NA,NA,11.084,13.947,NA,NA,9.269,NA,10.449,16.8,NA,NA,NA,NA,26.947,NA,5.401,NA,NA,NA,14.148,NA,20.584,18.514,12.867,NA,29.469,11.436,NA,NA,NA,NA,NA,NA,NA,8.083,22.633,NA,NA,23.95
0,9,9,9,9,9,0,0,9,9,0,9,9,9,9,1,9,1,9,9,9,0,9,0,9,9,0,9,1,0,9,9,9,0,0,9,9,9,9,9,27.953,NA,NA,NA,NA,NA,2.353,21.111,NA,NA,19.038,NA,NA,NA,NA,30,NA,13.403,NA,NA,NA,11.5,NA,9.975,NA,NA,30,NA,10.245,2.597,NA,NA,NA,30,4.49,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,9,0,0,9,0,1,0,1,9,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,9,6.847,5.366,4.615,4.95,4.094,3.214,21.604,NA,NA,9.102,NA,9.031,5.709,11.006,2.71,NA,8.038,6.343,NA,15.542,9.342,6.782,11.189,NA,13.687,NA,9.854,7.838,6.75,5.535,4.646,4.855,NA,6.534,9.03,11.303,NA,4.558,12.549,NA
9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,0,9,1,1,9,1,9,1,1,1,1,9,9,1,1,9,9,9,1,9,9,9,9,NA,18.021,NA,NA,NA,NA,NA,NA,14.94,NA,NA,NA,NA,NA,NA,14.685,NA,20.176,NA,30,8.424,NA,13.769,NA,25.661,12.657,15.692,12.884,NA,NA,24.711,13.062,NA,NA,NA,23.918,NA,NA,NA,NA
1,1,1,9,9,0,0,9,0,0,9,9,9,0,0,9,1,1,0,9,9,9,1,0,0,9,0,9,0,0,0,9,1,0,0,0,1,9,0,9,5.949,7.391,11.018,NA,NA,6.232,2.188,NA,13.71,2.767,NA,NA,NA,2.232,5.424,NA,8.188,19.548,24.112,NA,NA,NA,4.411,2.025,11.099,NA,13.774,NA,4.966,5.474,19.019,NA,12.548,8.44,4.094,29.3,7.243,NA,10.84,NA
1,1,1,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,1,1,9,0,1,9,1,9,6.272,25.059,10.61,15.092,NA,18.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,22.691,21.784,NA,30,11.484,NA,30,NA
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,9,9,9,9,9,9,9,9,9,9,0,9,0,1,9,0,9,9,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,23.926,13.446,NA,30,NA,NA,NA,30,NA
1,9,9,9,9,1,9,1,0,0,1,9,9,1,9,9,9,9,9,9,1,9,1,1,9,9,9,1,1,9,9,9,9,9,1,0,1,1,1,9,6.948,NA,NA,NA,NA,3.064,NA,30,27.418,9.549,30,NA,NA,9.551,NA,NA,NA,NA,NA,NA,14.244,NA,11.777,16.529,NA,NA,NA,7.712,15.622,NA,NA,NA,NA,NA,17.051,15.298,6.719,9.219,14.313,NA
1,1,9,8,1,1,1,1,9,0,1,9,9,1,0,1,1,1,0,1,1,1,9,9,9,1,9,1,9,0,1,1,1,1,9,1,1,1,9,1,4.758,7.609,NA,12.594,6.548,5.658,10.115,5.435,NA,17.151,8.69,NA,NA,18.635,10.287,5.554,6.852,4.983,11.895,18.231,5.021,9.927,NA,NA,NA,4.991,NA,5.143,NA,3.536,5.345,5.203,7.43,11.593,NA,12.22,4.082,4.829,NA,7.084
1,1,1,9,1,1,9,9,9,0,9,9,9,1,9,9,9,1,9,9,9,9,1,1,1,9,1,9,1,1,9,9,9,1,1,1,9,9,9,1,13.754,28.69,11.596,NA,18.048,6.25,NA,NA,NA,12.333,NA,NA,NA,23.895,NA,NA,NA,10.968,NA,NA,NA,NA,12.417,7.034,12.025,NA,17.975,NA,8.243,13.894,NA,NA,NA,9.537,7.196,23.293,NA,NA,NA,16.889
