respondent_id,age,gender,education,employment,marital_status,fwb1_1,fwb1_2,fwb1_3,fwb1_4,fwb1_5,fwb1_6,fwb2_1,fwb2_2,fwb2_3,fwb2_4,raise2000,financial_knowledge,debt_collector,hardship_food,hardship_doctor
9811,25-34,Female,Bachelor's degree,Work full-time for an employer or the military,Married,1,1,5,2,5,5,3,2,3,5,3,5,0,2,2
9075,18-24,Female,High school degree/GED,Work part-time for an employer or the military,Never married,4,4,4,4,4,4,4,4,4,4,4,6,0,1,1
8220,35-44,Female,Graduate/professional degree,Work full-time for an employer or the military,Divorced/Separated,3,3,3,2,3,3,2,2,2,3,3,3,0,1,1
9316,35-44,Female,High school degree/GED,Refused,Living with partner,1,1,5,1,2,5,5,1,5,1,1,5,0,1,3
13486,35-44,Female,Bachelor's degree,Homemaker,Married,1,1,5,1,5,5,5,2,2,4,1,5,1,2,3
8426,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,1,4,2,2,2,5,2,3,4,6,0,1,1
9317,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Living with partner,3,3,3,2,3,4,2,4,2,2,4,4,0,1,1
12656,18-24,Female,Some college/Associate,Full-time student,Never married,3,3,1,4,1,1,2,3,2,2,8,3,0,1,1
9574,35-44,Female,High school degree/GED,Work part-time for an employer or the military,Married,3,3,2,3,2,3,2,4,2,2,4,5,0,1,1
13371,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,2,4,3,2,2,3,2,2,4,6,0,1,1
8427,35-44,Female,Graduate/professional degree,Homemaker,Married,4,4,2,4,2,3,3,4,1,3,3,5,0,1,1
13567,25-34,Male,High school degree/GED,Unemployed or temporarily laid off,Never married,1,1,5,1,1,5,5,1,4,2,1,4,1,2,3
13034,35-44,Male,Some college/Associate,Permanently sick/disabled or unable to work,Divorced/Separated,2,2,3,3,3,3,4,3,2,2,3,4,0,1,1
11436,25-34,Male,Less than high school,Work full-time for an employer or the military,Married,1,3,4,3,5,3,5,2,2,5,1,4,0,3,3
10027,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,5,5,2,4,2,2,2,2,2,2,4,6,0,1,1
8066,25-34,Male,High school degree/GED,Work full-time for an employer or the military,Married,1,1,4,2,2,4,5,1,4,4,1,5,0,2,3
9318,45-54,Female,High school degree/GED,Work part-time for an employer or the military,Married,3,4,2,4,2,2,1,4,1,2,4,5,0,1,1
8428,45-54,Male,Graduate/professional degree,Permanently sick/disabled or unable to work,Never married,1,2,4,2,5,5,5,1,2,4,1,5,0,1,1
11680,55-61,Female,Some college/Associate,Retired,Married,2,2,2,2,3,1,2,5,2,3,4,4,1,1,1
10840,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,4,2,4,2,2,2,5,2,3,4,5,0,1,1
8221,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,3,3,2,3,1,3,1,2,4,5,0,1,1
13693,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Married,4,4,1,4,1,1,2,4,2,2,4,4,0,1,1
10659,45-54,Female,High school degree/GED,Self-employed,Married,2,3,1,3,2,3,1,2,1,1,4,6,0,1,1
11292,45-54,Female,Bachelor's degree,Unemployed or temporarily laid off,Married,3,2,4,2,3,4,3,2,2,3,3,5,1,1,2
10028,35-44,Female,Some college/Associate,Work full-time for an employer or the military,Married,2,2,2,4,2,3,2,3,2,2,3,5,0,1,1
7466,35-44,Male,High school degree/GED,Homemaker,Divorced/Separated,5,3,2,3,2,3,2,4,2,3,8,4,8,2,2
13379,35-44,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,3,4,2,3,3,3,2,3,2,3,4,3,0,1,1
13286,18-24,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,3,2,4,2,4,5,4,3,3,4,1,4,0,1,1
12766,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,4,4,2,3,2,3,2,3,1,2,4,6,0,1,1
9320,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,2,3,3,3,2,3,2,3,3,2,4,5,0,1,1
7153,18-24,Male,Bachelor's degree,Full-time student,Never married,3,3,2,4,2,2,2,4,2,3,8,4,0,2,2
9076,35-44,Female,Bachelor's degree,Work part-time for an employer or the military,Married,2,3,3,3,2,4,2,4,2,4,3,4,0,1,1
9077,35-44,Male,Some college/Associate,Refused,Married,3,3,3,3,3,5,3,1,2,3,8,1,0,1,1
13872,25-34,Female,High school degree/GED,Self-employed,Divorced/Separated,4,4,4,4,4,4,3,3,3,3,1,4,1,2,1
7467,45-54,Male,Graduate/professional degree,Unemployed or temporarily laid off,Married,5,4,3,4,1,1,1,5,2,3,4,7,0,1,1
8429,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Living with partner,4,3,2,3,3,3,3,5,3,2,3,5,0,1,2
8067,25-34,Female,Some college/Associate,Self-employed,Married,1,1,3,3,5,5,4,2,4,4,1,3,0,1,3
13555,25-34,Female,High school degree/GED,Work full-time for an employer or the military,Married,1,3,3,1,5,5,3,1,4,4,3,5,1,1,1
9079,18-24,Male,Some college/Associate,Full-time student,Never married,4,5,2,4,2,1,2,5,1,3,4,5,0,1,1
13918,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,3,4,5,3,5,4,4,2,5,5,4,4,0,1,2
10996,55-61,Female,Some college/Associate,Work part-time for an employer or the military,Married,1,1,5,1,5,5,5,3,3,4,2,3,0,1,2
13416,45-54,Male,Some college/Associate,Work part-time for an employer or the military,Married,1,3,5,3,5,5,3,2,2,5,4,4,0,1,1
12860,35-44,Female,Less than high school,Homemaker,Married,2,3,3,3,3,5,3,3,2,2,3,5,0,1,1
12997,45-54,Male,Bachelor's degree,Self-employed,Married,3,4,2,4,2,3,2,4,2,3,4,5,0,1,1
7922,25-34,Female,High school degree/GED,Unemployed or temporarily laid off,Living with partner,3,3,5,5,5,5,3,4,3,4,1,2,1,2,3
9813,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,3,3,2,2,3,3,2,3,4,5,0,1,1
9814,35-44,Male,High school degree/GED,Work full-time for an employer or the military,Living with partner,2,2,3,3,3,2,2,3,2,3,4,5,0,1,1
9576,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,4,4,2,4,2,2,2,5,1,2,4,5,0,1,1
12390,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,1,4,1,3,1,5,2,1,4,6,0,1,1
10660,45-54,Female,Less than high school,Unemployed or temporarily laid off,Married,4,4,2,4,1,2,1,5,1,4,2,4,0,1,1
13783,18-24,Female,Some college/Associate,Full-time student,Never married,3,2,3,2,3,3,3,1,1,2,2,2,0,2,2
7796,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,3,3,3,4,4,3,3,2,3,4,6,0,1,1
12882,35-44,Female,High school degree/GED,Work full-time for an employer or the military,Married,4,3,2,3,3,5,1,3,1,2,4,6,0,1,1
12267,25-34,Female,High school degree/GED,Work part-time for an employer or the military,Married,3,3,1,3,3,3,3,3,1,2,3,5,0,1,1
12928,55-61,Female,Some college/Associate,Work full-time for an employer or the military,Never married,2,2,3,2,4,5,3,2,2,4,3,3,0,1,1
8431,35-44,Female,Some college/Associate,Work full-time for an employer or the military,Married,4,4,2,4,2,2,2,4,2,3,4,5,0,1,1
8843,18-24,Female,Some college/Associate,Full-time student,Never married,3,3,3,2,4,4,4,2,4,2,1,4,0,1,1
13419,35-44,Female,Some college/Associate,Work full-time for an employer or the military,Living with partner,3,3,3,3,3,3,5,1,5,4,1,4,8,2,1
10997,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,5,4,2,4,4,4,1,4,1,2,4,5,0,1,1
9577,25-34,Female,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,2,3,3,3,3,3,1,2,3,5,0,2,1
9080,25-34,Female,High school degree/GED,Work full-time for an employer or the military,Never married,3,2,4,2,5,4,3,3,4,4,2,3,0,2,2
7176,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,4,3,4,3,3,3,4,4,3,6,1,2,2
13631,18-24,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,2,4,2,3,2,5,2,2,4,5,0,1,2
13079,55-61,Female,Some college/Associate,Work part-time for an employer or the military,Married,3,3,2,3,2,3,2,4,2,4,4,5,0,1,1
9324,18-24,Male,High school degree/GED,Work full-time for an employer or the military,Never married,2,2,3,2,3,2,4,2,2,3,2,5,8,2,2
8222,45-54,Female,Less than high school,Homemaker,Divorced/Separated,2,3,1,3,3,3,2,3,3,2,2,6,0,1,1
10030,35-44,Male,Graduate/professional degree,Permanently sick/disabled or unable to work,Never married,3,2,3,3,3,2,3,3,1,4,4,5,0,1,1
9081,35-44,Female,High school degree/GED,Work part-time for an employer or the military,Married,4,3,1,4,4,1,1,5,1,1,4,4,0,1,1
8068,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,4,2,4,4,2,1,4,1,2,4,4,0,1,1
13174,45-54,Female,Less than high school,Permanently sick/disabled or unable to work,Divorced/Separated,5,1,5,1,5,3,5,2,5,5,1,4,1,2,3
14088,45-54,Female,Some college/Associate,Work full-time for an employer or the military,Married,3,4,1,4,1,3,2,4,1,2,4,5,1,1,1
12059,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Married,3,2,2,4,2,3,1,3,1,1,3,5,0,1,1
7294,25-34,Female,Some college/Associate,Refused,Divorced/Separated,3,3,3,3,3,2,3,3,3,4,-1,5,8,2,2
8223,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,4,4,2,4,3,4,1,3,2,2,4,5,0,1,1
8845,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,4,3,2,3,2,3,3,4,2,3,3,5,0,1,1
9082,55-61,Female,Bachelor's degree,Retired,Married,4,4,2,4,3,4,3,3,1,4,4,5,0,1,1
11781,55-61,Female,Less than high school,Permanently sick/disabled or unable to work,Divorced/Separated,2,2,4,2,4,3,2,3,4,2,8,3,8,2,1
13514,18-24,Male,Some college/Associate,Work full-time for an employer or the military,Never married,2,3,1,3,3,2,2,4,1,3,4,4,0,1,1
13309,25-34,Female,Some college/Associate,Homemaker,Married,5,4,2,3,1,2,2,5,2,2,4,4,0,1,1
12268,25-34,Female,Bachelor's degree,Work full-time for an employer or the military,Living with partner,5,4,1,5,1,1,1,5,1,2,4,7,0,1,1
13718,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,2,3,3,4,2,4,3,2,4,6,0,1,2
13962,18-24,Male,Some college/Associate,Unemployed or temporarily laid off,Never married,2,2,1,2,2,1,3,2,4,2,1,4,1,1,1
9579,55-61,Female,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,2,3,3,3,2,3,1,2,4,5,0,1,1
12209,35-44,Male,High school degree/GED,Work full-time for an employer or the military,Married,1,1,4,2,5,5,3,2,2,4,2,2,1,1,2
13481,18-24,Male,High school degree/GED,Full-time student,Never married,3,5,1,4,3,4,3,2,3,2,2,4,0,1,1
14161,18-24,Female,High school degree/GED,Work part-time for an employer or the military,Living with partner,3,2,5,3,5,5,3,2,2,4,1,3,0,2,3
13715,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,2,3,3,3,1,3,2,2,3,5,0,1,1
13072,18-24,Female,Some college/Associate,Work part-time for an employer or the military,Never married,2,2,2,4,3,3,2,3,3,2,3,5,0,1,1
8433,45-54,Female,High school degree/GED,Homemaker,Married,3,3,1,5,2,3,1,3,1,2,4,6,0,1,1
8620,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,5,3,2,3,3,5,1,1,1,1,4,4,0,1,1
13553,25-34,Male,High school degree/GED,Work full-time for an employer or the military,Living with partner,1,2,3,3,5,4,3,2,4,4,2,3,1,2,2
8846,45-54,Female,High school degree/GED,Work full-time for an employer or the military,Married,2,3,3,2,2,3,4,1,4,4,3,3,0,1,1
8224,45-54,Male,Bachelor's degree,Unemployed or temporarily laid off,Married,3,3,2,2,5,4,2,1,3,4,3,6,0,1,1
9580,55-61,Male,Bachelor's degree,Retired,Never married,4,5,1,5,1,2,1,5,1,2,4,6,0,1,1
12579,35-44,Female,High school degree/GED,Homemaker,Married,3,4,2,4,2,3,2,3,1,3,4,5,0,1,1
10664,45-54,Female,High school degree/GED,Homemaker,Married,2,4,2,4,3,5,3,3,2,5,8,3,0,1,1
9325,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Living with partner,2,3,3,3,3,3,4,2,3,4,3,4,0,1,2
13175,55-61,Female,High school degree/GED,Work full-time for an employer or the military,Married,1,2,5,2,5,5,3,3,2,4,3,6,0,1,1
14231,25-34,Female,Some college/Associate,Work full-time for an employer or the military,Never married,3,5,1,5,3,1,1,4,1,1,3,7,0,1,1
13393,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,1,3,5,2,2,5,3,2,3,3,1,5,0,2,3
7248,55-61,Female,Graduate/professional degree,Self-employed,Married,4,3,3,4,2,4,3,2,2,3,-1,6,-1,-1,-1
10471,55-61,Female,Some college/Associate,Retired,Married,4,4,1,4,2,1,1,4,1,2,4,7,0,1,1
10665,45-54,Female,Less than high school,Work part-time for an employer or the military,Married,2,3,2,3,3,3,3,3,2,3,2,4,1,2,1
13270,35-44,Female,High school degree/GED,Work part-time for an employer or the military,Never married,5,5,5,3,5,5,3,3,5,3,3,7,8,2,1
14159,18-24,Female,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,2,3,3,3,2,4,3,2,4,5,0,1,1
9816,45-54,Female,Bachelor's degree,Homemaker,Married,3,3,1,3,2,3,2,4,1,2,3,5,0,1,1
10999,45-54,Female,Bachelor's degree,Work part-time for an employer or the military,Married,3,4,3,4,3,5,2,3,2,4,4,5,0,1,1
11294,55-61,Female,High school degree/GED,Permanently sick/disabled or unable to work,Married,1,1,5,1,5,5,5,1,4,4,1,5,1,3,3
8622,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,2,3,3,3,3,4,3,3,2,3,3,3,0,1,1
9581,18-24,Male,Some college/Associate,Full-time student,Never married,3,4,3,4,4,4,3,3,3,3,4,5,0,1,1
7249,25-34,Male,Bachelor's degree,Work part-time for an employer or the military,Married,2,2,3,3,3,4,2,4,3,4,2,4,0,2,3
9817,45-54,Female,Some college/Associate,Homemaker,Married,4,4,2,2,2,3,2,2,2,3,4,6,0,1,1
7472,18-24,Male,Some college/Associate,Work full-time for an employer or the military,Never married,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1
11000,45-54,Female,Bachelor's degree,Homemaker,Married,5,5,1,5,1,2,1,5,1,1,4,5,0,1,1
14185,55-61,Female,Less than high school,Homemaker,Married,2,1,4,3,3,4,5,1,3,4,1,4,1,2,1
10472,45-54,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,2,3,3,4,2,2,3,3,4,5,0,1,1
9818,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,3,3,4,4,3,3,3,4,4,6,0,1,2
11979,35-44,Male,Less than high school,Self-employed,Divorced/Separated,1,3,5,1,3,3,4,1,5,4,4,3,8,2,3
12929,55-61,Male,Graduate/professional degree,Retired,Married,3,4,5,3,3,3,2,2,1,3,4,7,0,1,1
11682,45-54,Female,Bachelor's degree,Work full-time for an employer or the military,Married,4,3,2,4,4,2,1,4,2,3,4,5,0,1,1
8225,25-34,Male,Some college/Associate,Full-time student,Never married,3,4,2,4,3,3,1,4,1,2,2,6,0,1,1
8847,25-34,Female,High school degree/GED,Work full-time for an employer or the military,Living with partner,1,1,3,2,3,3,3,2,4,4,1,5,1,1,1
13472,35-44,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,4,3,3,4,2,4,4,4,2,4,5,0,1,1
11163,55-61,Female,Bachelor's degree,Homemaker,Married,5,4,1,4,1,1,1,5,1,1,4,5,0,1,1
11683,55-61,Female,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,3,3,2,3,3,4,2,4,2,3,4,4,0,1,1
10667,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,4,5,2,4,2,2,2,5,1,2,4,5,0,1,1
9585,55-61,Male,Some college/Associate,Work part-time for an employer or the military,Married,5,4,1,4,1,2,2,4,2,2,4,-1,0,1,1
9819,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Married,4,4,1,5,4,3,1,5,1,2,4,5,0,1,1
9327,25-34,Male,Some college/Associate,Full-time student,Married,3,3,2,3,2,3,2,3,3,3,4,5,0,1,1
14116,18-24,Female,High school degree/GED,Full-time student,Never married,3,3,3,3,3,3,3,3,3,3,8,4,0,2,2
9586,25-34,Female,High school degree/GED,Unemployed or temporarily laid off,Married,1,5,1,5,3,1,1,3,3,1,1,7,1,1,2
8435,45-54,Male,Less than high school,Work full-time for an employer or the military,Married,1,1,5,1,5,5,5,1,5,5,8,1,0,1,1
12391,18-24,Male,Some college/Associate,Full-time student,Never married,1,2,1,3,3,3,4,3,3,3,8,4,0,1,1
7347,25-34,Female,High school degree/GED,Work full-time for an employer or the military,Never married,1,1,4,1,1,5,5,1,5,5,2,3,1,2,2
10842,18-24,Male,High school degree/GED,Full-time student,Never married,1,4,5,2,5,5,5,1,5,5,3,5,0,1,1
13977,55-61,Male,High school degree/GED,Work full-time for an employer or the military,Divorced/Separated,2,3,2,3,3,3,2,3,2,3,1,4,1,1,2
7210,18-24,Male,Some college/Associate,Full-time student,Married,3,3,2,3,3,3,3,2,3,2,2,4,0,3,2
7295,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,3,3,3,3,3,3,3,3,4,4,0,2,2
11003,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Living with partner,2,4,3,4,3,3,3,4,2,3,4,6,0,1,1
8848,18-24,Male,High school degree/GED,Work part-time for an employer or the military,Never married,1,3,3,3,4,4,4,1,2,3,2,5,0,2,2
9084,55-61,Female,Some college/Associate,Work full-time for an employer or the military,Married,5,4,1,4,1,3,2,4,1,3,4,5,0,1,1
11441,25-34,Male,Less than high school,Work full-time for an employer or the military,Never married,3,2,5,2,4,4,4,3,3,4,1,4,0,1,1
9330,25-34,Male,Less than high school,Work full-time for an employer or the military,Living with partner,2,2,3,3,3,3,3,3,2,3,1,4,0,2,2
7473,25-34,Female,Bachelor's degree,Work full-time for an employer or the military,Married,3,4,2,4,4,3,3,3,2,3,4,6,1,1,1
13091,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,3,4,3,4,5,4,3,3,2,3,8,6,0,2,1
13295,35-44,Male,Some college/Associate,Work full-time for an employer or the military,Married,5,5,1,5,2,1,1,5,1,2,4,6,0,1,1
7798,45-54,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,5,4,1,4,1,3,1,5,1,3,4,6,0,1,1
11164,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,5,5,1,5,2,1,1,5,1,1,4,7,0,1,1
10843,45-54,Female,High school degree/GED,Retired,Married,3,4,2,4,2,3,1,4,2,2,4,5,0,1,1
11165,18-24,Female,Less than high school,Full-time student,Never married,2,2,2,3,2,3,2,3,2,1,3,4,0,1,1
7132,18-24,Female,High school degree/GED,Refused,Never married,3,3,5,3,4,5,3,2,2,2,-1,4,-1,-1,-1
10032,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,3,3,3,3,3,2,3,4,3,6,0,1,1
9085,45-54,Female,Bachelor's degree,Homemaker,Married,3,3,2,3,3,2,2,3,2,2,4,5,0,1,1
7474,35-44,Male,Graduate/professional degree,Refused,Married,3,3,3,3,3,3,2,3,3,3,4,5,0,2,1
12999,55-61,Female,Bachelor's degree,Homemaker,Married,3,1,5,1,3,5,3,3,2,4,4,3,0,1,1
13580,25-34,Female,Less than high school,Self-employed,Married,2,1,3,3,5,5,4,2,3,5,3,4,1,2,2
11442,55-61,Male,Some college/Associate,Unemployed or temporarily laid off,Married,3,2,4,2,4,4,4,1,2,4,4,5,0,1,1
7296,25-34,Female,High school degree/GED,Unemployed or temporarily laid off,Never married,3,3,3,3,3,3,3,3,3,3,8,4,0,1,1
7212,25-34,Male,Graduate/professional degree,Work full-time for an employer or the military,Never married,4,4,3,4,4,4,3,4,3,3,3,5,0,2,2
7348,18-24,Male,Some college/Associate,Full-time student,Never married,1,1,2,2,3,3,3,3,1,1,8,3,0,1,1
9086,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Never married,4,3,4,2,3,3,2,4,1,4,3,6,0,1,1
7476,25-34,Male,Some college/Associate,Unemployed or temporarily laid off,Never married,1,1,5,1,5,5,4,1,4,4,8,4,8,2,2
7926,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,3,3,3,3,3,4,2,3,2,3,4,5,0,1,2
12210,25-34,Male,Some college/Associate,Self-employed,Married,2,3,1,2,5,3,1,1,5,1,3,7,1,2,2
13080,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,3,3,3,4,2,3,2,2,4,5,0,1,1
13886,35-44,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,1,3,3,3,3,3,3,3,2,3,4,6,0,1,1
13014,45-54,Female,Less than high school,Self-employed,Married,3,2,3,2,3,3,3,2,2,3,2,4,0,1,1
9587,25-34,Female,Bachelor's degree,Homemaker,Living with partner,1,2,4,1,5,5,5,2,4,3,2,5,0,1,1
10844,45-54,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,3,3,4,3,1,5,1,2,4,5,0,1,1
11782,35-44,Female,High school degree/GED,Permanently sick/disabled or unable to work,Married,1,3,5,3,2,5,3,2,2,3,1,4,0,3,3
8069,25-34,Female,Graduate/professional degree,Work full-time for an employer or the military,Never married,3,2,3,3,3,4,2,3,3,3,4,2,0,1,1
8627,55-61,Female,Graduate/professional degree,Self-employed,Married,4,4,2,4,2,3,1,5,1,2,4,5,0,1,1
8850,45-54,Male,Bachelor's degree,Work full-time for an employer or the military,Married,5,4,1,5,1,2,2,4,1,2,4,6,0,1,1
8226,45-54,Male,High school degree/GED,Permanently sick/disabled or unable to work,Never married,2,2,4,3,4,4,4,2,4,3,1,2,0,3,1
9331,55-61,Female,Bachelor's degree,Homemaker,Married,4,4,2,4,2,3,2,4,2,3,4,5,0,1,1
14013,35-44,Female,Graduate/professional degree,Work full-time for an employer or the military,Never married,4,4,1,4,2,3,2,5,1,2,4,5,0,1,1
10034,45-54,Female,Some college/Associate,Work full-time for an employer or the military,Never married,2,3,3,2,4,4,3,2,4,3,1,5,1,1,1
10670,45-54,Male,Less than high school,Permanently sick/disabled or unable to work,Divorced/Separated,1,1,5,1,5,5,5,1,5,5,1,3,0,3,2
13509,55-61,Male,Bachelor's degree,Self-employed,Married,5,5,1,5,1,2,1,5,1,2,4,6,0,1,1
8629,25-34,Male,Some college/Associate,Unemployed or temporarily laid off,Never married,1,1,4,1,5,4,5,1,5,5,1,5,0,1,1
14216,25-34,Male,Graduate/professional degree,Refused,Never married,1,2,2,3,1,3,3,5,1,1,4,3,0,1,3
9333,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,3,3,3,3,3,4,2,3,4,5,0,2,1
12930,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,4,4,3,3,2,4,2,4,2,3,4,4,0,2,1
8227,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,2,3,2,3,2,2,2,4,2,3,3,5,0,1,1
12494,45-54,Female,High school degree/GED,Homemaker,Married,3,2,3,2,5,5,2,3,1,4,3,5,0,1,1
9821,45-54,Female,High school degree/GED,Self-employed,Married,1,1,5,3,5,5,5,1,5,4,1,5,1,2,1
7927,18-24,Male,Some college/Associate,Work part-time for an employer or the military,Never married,4,4,2,4,2,2,2,4,2,2,4,5,0,1,1
10035,55-61,Female,High school degree/GED,Homemaker,Married,3,4,2,3,1,3,1,4,1,2,4,2,0,1,1
8851,25-34,Male,High school degree/GED,Self-employed,Never married,3,3,3,3,3,3,2,3,2,3,3,3,0,3,1
13558,25-34,Male,Some college/Associate,Work full-time for an employer or the military,Never married,1,2,3,4,3,4,3,2,4,4,1,5,1,2,2
7799,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,3,4,1,5,3,2,1,3,1,2,4,7,0,1,1
7800,25-34,Female,Bachelor's degree,Work full-time for an employer or the military,Married,5,4,2,4,2,2,2,1,1,2,4,5,0,1,1
8630,45-54,Male,High school degree/GED,Work full-time for an employer or the military,Married,5,5,1,5,1,1,1,5,1,1,3,7,0,1,1
13698,55-61,Female,High school degree/GED,Work part-time for an employer or the military,Never married,2,2,4,2,3,4,3,2,2,3,1,5,0,1,1
8437,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,2,3,2,3,4,3,3,3,3,4,4,4,0,1,1
12768,18-24,Female,High school degree/GED,Work part-time for an employer or the military,Married,3,5,4,4,5,4,3,4,2,3,3,4,0,1,1
9088,55-61,Female,High school degree/GED,Work full-time for an employer or the military,Living with partner,3,2,3,2,3,3,3,2,2,3,4,4,0,1,2
12394,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,4,3,3,3,2,3,2,4,2,4,4,5,0,1,1
13184,25-34,Male,Some college/Associate,Work full-time for an employer or the military,Never married,3,2,3,2,3,4,3,2,2,3,3,3,8,1,1
14120,35-44,Female,Less than high school,Homemaker,Married,1,1,3,2,2,2,3,3,3,3,4,1,0,1,1
14181,45-54,Female,Some college/Associate,Permanently sick/disabled or unable to work,Never married,1,1,5,4,3,4,5,3,3,5,1,5,1,2,1
10845,45-54,Female,Some college/Associate,Work full-time for an employer or the military,Divorced/Separated,1,3,4,3,5,4,4,2,4,4,3,6,0,1,2
9334,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Never married,5,5,1,5,1,1,1,5,1,1,4,6,0,1,1
13035,45-54,Female,High school degree/GED,Permanently sick/disabled or unable to work,Divorced/Separated,1,1,5,1,1,5,5,1,5,5,1,2,1,3,1
8438,55-61,Female,Some college/Associate,Homemaker,Married,3,3,2,3,3,3,2,4,2,3,3,5,0,1,1
8228,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,3,3,4,3,2,3,2,4,2,3,4,5,0,1,1
8229,45-54,Female,Graduate/professional degree,Work full-time for an employer or the military,Married,3,4,2,5,2,3,1,4,1,2,4,5,0,1,1
10846,45-54,Female,Some college/Associate,Permanently sick/disabled or unable to work,Married,1,1,5,2,3,5,4,2,2,5,1,5,1,2,2
8070,55-61,Male,Some college/Associate,Work full-time for an employer or the military,Married,4,4,2,4,1,3,1,5,1,2,4,6,0,1,1
8439,25-34,Male,Bachelor's degree,Work full-time for an employer or the military,Living with partner,2,3,3,1,5,3,4,2,3,4,2,4,0,1,3
7349,35-44,Female,Graduate/professional degree,Work part-time for an employer or the military,Married,4,4,2,4,2,2,1,5,1,3,4,5,0,1,1
12495,35-44,Female,Less than high school,Homemaker,Married,3,4,4,3,4,3,3,1,5,3,1,3,8,2,1
11298,35-44,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,1,1,3,3,5,5,5,1,4,5,2,4,0,1,2
11005,35-44,Male,High school degree/GED,Work full-time for an employer or the military,Married,5,4,2,3,1,3,1,4,1,1,4,4,0,1,1
9593,55-61,Male,Less than high school,Work full-time for an employer or the military,Married,2,1,3,2,5,5,3,1,3,4,3,5,0,1,1
13214,35-44,Female,Less than high school,Homemaker,Married,3,3,3,3,3,3,1,4,1,2,4,5,0,1,1
9089,55-61,Male,Graduate/professional degree,Self-employed,Married,4,4,2,4,1,2,2,5,1,2,4,7,0,1,1
11685,55-61,Male,Graduate/professional degree,Work full-time for an employer or the military,Married,3,3,3,3,3,4,2,2,3,3,4,4,0,1,1
